date,sku_id,category,price,promotion,holiday,demand,day_of_week,month,quarter,day_of_year,week_of_year,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_30
2024-02-20,SKU_1,Sports,30.38,0,0,58,1,2,1,51,8,66.0,57.0,46.0,78.0,66.71428571428571,64.73333333333333
2024-02-21,SKU_1,Sports,44.81,0,0,61,2,2,1,52,8,58.0,93.0,62.0,71.0,66.85714285714286,64.06666666666666
2024-02-22,SKU_1,Sports,22.38,1,0,87,3,2,1,53,8,61.0,53.0,59.0,67.0,62.285714285714285,63.733333333333334
2024-02-23,SKU_1,Sports,88.96,1,0,69,4,2,1,54,8,87.0,55.0,52.0,72.0,67.14285714285714,64.4
2024-02-24,SKU_1,Sports,69.4,0,0,63,5,2,1,55,8,69.0,68.0,43.0,64.0,69.14285714285714,64.3
2024-02-25,SKU_1,Sports,31.77,0,0,79,6,2,1,56,8,63.0,75.0,78.0,63.0,68.42857142857143,64.26666666666667
2024-02-26,SKU_1,Sports,90.75,0,0,47,0,2,1,57,9,79.0,66.0,55.0,61.0,69.0,64.8
2024-02-27,SKU_1,Sports,41.43,0,0,64,1,2,1,58,9,47.0,58.0,57.0,73.0,66.28571428571429,64.33333333333333
2024-02-28,SKU_1,Sports,90.74,0,0,47,2,2,1,59,9,64.0,61.0,93.0,58.0,67.14285714285714,64.03333333333333
2024-02-29,SKU_1,Sports,17.57,0,0,69,3,2,1,60,9,47.0,87.0,53.0,54.0,65.14285714285714,63.666666666666664
2024-03-01,SKU_1,Sports,90.87,0,0,47,4,3,1,61,9,69.0,69.0,55.0,94.0,62.57142857142857,64.16666666666667
2024-03-02,SKU_1,Sports,24.47,0,0,72,5,3,1,62,9,47.0,63.0,68.0,64.0,59.42857142857143,62.6
2024-03-03,SKU_1,Sports,72.27,0,0,55,6,3,1,63,9,72.0,79.0,75.0,69.0,60.714285714285715,62.86666666666667
2024-03-04,SKU_1,Sports,31.35,0,0,67,0,3,1,64,10,55.0,47.0,66.0,75.0,57.285714285714285,62.4
2024-03-05,SKU_1,Sports,77.18,0,0,54,1,3,1,65,10,67.0,64.0,58.0,61.0,60.142857142857146,62.13333333333333
2024-03-06,SKU_1,Sports,61.15,0,0,56,2,3,1,66,10,54.0,47.0,61.0,56.0,58.714285714285715,61.9
2024-03-07,SKU_1,Sports,43.09,0,0,55,3,3,1,67,10,56.0,69.0,87.0,46.0,60.0,61.9
2024-03-08,SKU_1,Sports,45.38,1,0,80,4,3,1,68,10,55.0,47.0,69.0,62.0,58.0,62.2
2024-03-09,SKU_1,Sports,66.8,0,0,63,5,3,1,69,10,80.0,72.0,63.0,59.0,62.714285714285715,62.8
2024-03-10,SKU_1,Sports,54.33,0,0,74,6,3,1,70,10,63.0,55.0,79.0,52.0,61.42857142857143,62.93333333333333
2024-03-11,SKU_1,Sports,75.02,0,0,45,0,3,1,71,11,74.0,67.0,47.0,43.0,64.14285714285714,63.666666666666664
2024-03-12,SKU_1,Sports,95.85,1,0,72,1,3,1,72,11,45.0,54.0,64.0,78.0,61.0,63.733333333333334
2024-03-13,SKU_1,Sports,43.31,1,0,87,2,3,1,73,11,72.0,56.0,47.0,55.0,63.57142857142857,63.53333333333333
2024-03-14,SKU_1,Sports,86.77,1,0,72,3,3,1,74,11,87.0,55.0,69.0,57.0,68.0,64.6
2024-03-15,SKU_1,Sports,44.66,0,0,57,4,3,1,75,11,72.0,80.0,47.0,93.0,70.42857142857143,65.1
2024-03-16,SKU_1,Sports,60.11,0,0,69,5,3,1,76,11,57.0,63.0,72.0,53.0,67.14285714285714,63.9
2024-03-17,SKU_1,Sports,72.64,1,0,82,6,3,1,77,11,69.0,74.0,55.0,55.0,68.0,64.43333333333334
2024-03-18,SKU_1,Sports,99.1,0,0,44,0,3,1,78,12,82.0,45.0,67.0,68.0,69.14285714285714,65.33333333333333
2024-03-19,SKU_1,Sports,56.65,0,0,58,1,3,1,79,12,44.0,72.0,54.0,75.0,69.0,64.53333333333333
2024-03-20,SKU_1,Sports,73.22,0,0,54,2,3,1,80,12,58.0,87.0,56.0,66.0,67.0,63.96666666666667
2024-03-21,SKU_1,Sports,36.42,0,0,65,3,3,1,81,12,54.0,72.0,55.0,58.0,62.285714285714285,63.56666666666667
2024-03-22,SKU_1,Sports,92.19,0,0,48,4,3,1,82,12,65.0,57.0,80.0,61.0,61.285714285714285,63.8
2024-03-23,SKU_1,Sports,55.14,0,0,69,5,3,1,83,12,48.0,69.0,63.0,87.0,60.0,63.36666666666667
2024-03-24,SKU_1,Sports,81.62,0,0,64,6,3,1,84,12,69.0,82.0,74.0,69.0,60.0,62.766666666666666
2024-03-25,SKU_1,Sports,40.42,0,0,57,0,3,1,85,13,64.0,44.0,45.0,63.0,57.42857142857143,62.6
2024-03-26,SKU_1,Sports,13.23,0,0,68,1,3,1,86,13,57.0,58.0,72.0,79.0,59.285714285714285,62.4
2024-03-27,SKU_1,Sports,58.84,0,0,59,2,3,1,87,13,68.0,54.0,87.0,47.0,60.714285714285715,62.03333333333333
2024-03-28,SKU_1,Sports,13.36,0,0,61,3,3,1,88,13,59.0,65.0,72.0,64.0,61.42857142857143,62.43333333333333
2024-03-29,SKU_1,Sports,42.42,0,0,61,4,3,1,89,13,61.0,48.0,57.0,47.0,60.857142857142854,62.333333333333336
2024-03-30,SKU_1,Sports,29.42,0,0,69,5,3,1,90,13,61.0,69.0,69.0,69.0,62.714285714285715,62.8
2024-03-31,SKU_1,Sports,17.68,0,0,78,6,3,1,91,13,69.0,64.0,82.0,47.0,62.714285714285715,62.8
2024-04-01,SKU_1,Sports,67.37,0,0,50,0,4,2,92,14,78.0,57.0,44.0,72.0,64.71428571428571,63.833333333333336
2024-04-02,SKU_1,Sports,97.83,0,0,34,1,4,2,93,14,50.0,68.0,58.0,55.0,63.714285714285715,63.1
2024-04-03,SKU_1,Sports,34.37,0,0,64,2,4,2,94,14,34.0,59.0,54.0,67.0,58.857142857142854,62.4
2024-04-04,SKU_1,Sports,17.06,0,0,71,3,4,2,95,14,64.0,61.0,65.0,54.0,59.57142857142857,62.3
2024-04-05,SKU_1,Sports,25.6,0,0,70,4,4,2,96,14,71.0,61.0,48.0,56.0,61.0,62.86666666666667
2024-04-06,SKU_1,Sports,32.52,0,0,83,5,4,2,97,14,70.0,69.0,69.0,55.0,62.285714285714285,63.333333333333336
2024-04-07,SKU_1,Sports,35.19,0,0,75,6,4,2,98,14,83.0,78.0,64.0,80.0,64.28571428571429,64.26666666666667
2024-04-08,SKU_1,Sports,76.41,1,0,86,0,4,2,99,15,75.0,50.0,57.0,63.0,63.857142857142854,64.1
2024-04-09,SKU_1,Sports,32.3,0,0,69,1,4,2,100,15,86.0,34.0,68.0,74.0,69.0,64.86666666666666
2024-04-10,SKU_1,Sports,78.21,0,0,52,2,4,2,101,15,69.0,64.0,59.0,45.0,74.0,64.7
2024-04-11,SKU_1,Sports,18.81,0,0,72,3,4,2,102,15,52.0,71.0,61.0,72.0,72.28571428571429,64.93333333333334
2024-04-12,SKU_1,Sports,52.61,0,0,57,4,4,2,103,15,72.0,70.0,61.0,87.0,72.42857142857143,64.93333333333334
2024-04-13,SKU_1,Sports,65.43,0,0,58,5,4,2,104,15,57.0,83.0,69.0,72.0,70.57142857142857,63.93333333333333
2024-04-14,SKU_1,Sports,14.08,0,0,87,6,4,2,105,15,58.0,75.0,78.0,57.0,67.0,63.46666666666667
2024-04-15,SKU_1,Sports,87.08,0,0,40,0,4,2,106,16,87.0,86.0,50.0,69.0,68.71428571428571,64.46666666666667
2024-04-16,SKU_1,Sports,24.66,0,0,67,1,4,2,107,16,40.0,69.0,34.0,82.0,62.142857142857146,63.5
2024-04-17,SKU_1,Sports,62.72,0,0,52,2,4,2,108,16,67.0,52.0,64.0,44.0,61.857142857142854,63.0
2024-04-18,SKU_1,Sports,61.79,1,0,88,3,4,2,109,16,52.0,72.0,71.0,58.0,61.857142857142854,63.266666666666666
2024-04-19,SKU_1,Sports,59.11,0,0,50,4,4,2,110,16,88.0,57.0,70.0,54.0,64.14285714285714,64.26666666666667
2024-04-20,SKU_1,Sports,44.75,1,0,97,5,4,2,111,16,50.0,58.0,83.0,65.0,63.142857142857146,64.13333333333334
2024-04-21,SKU_1,Sports,38.71,0,0,69,6,4,2,112,16,97.0,87.0,75.0,48.0,68.71428571428571,65.2
2024-04-22,SKU_1,Sports,12.09,0,0,67,0,4,2,113,17,69.0,40.0,86.0,69.0,66.14285714285714,65.9
2024-04-23,SKU_1,Sports,72.71,0,0,56,1,4,2,114,17,67.0,67.0,69.0,64.0,70.0,65.83333333333333
2024-04-24,SKU_1,Sports,88.97,0,0,51,2,4,2,115,17,56.0,52.0,52.0,57.0,68.42857142857143,65.56666666666666
2024-04-25,SKU_1,Sports,25.97,0,0,69,3,4,2,116,17,51.0,88.0,72.0,68.0,68.28571428571429,65.36666666666666
2024-04-26,SKU_1,Sports,82.62,0,0,49,4,4,2,117,17,69.0,50.0,57.0,59.0,65.57142857142857,65.4
2024-04-27,SKU_1,Sports,79.88,0,0,61,5,4,2,118,17,49.0,97.0,58.0,61.0,65.42857142857143,65.06666666666666
2024-04-28,SKU_1,Sports,93.77,0,0,55,6,4,2,119,17,61.0,69.0,87.0,61.0,60.285714285714285,65.06666666666666
2024-04-29,SKU_1,Sports,77.91,0,0,56,0,4,2,120,18,55.0,67.0,40.0,69.0,58.285714285714285,64.86666666666666
2024-04-30,SKU_1,Sports,91.23,0,0,53,1,4,2,121,18,56.0,56.0,67.0,78.0,56.714285714285715,64.43333333333334
2024-05-01,SKU_1,Sports,90.6,0,0,47,2,5,2,122,18,53.0,51.0,52.0,50.0,56.285714285714285,63.6
2024-05-02,SKU_1,Sports,10.98,0,0,73,3,5,2,123,18,47.0,69.0,88.0,34.0,55.714285714285715,63.5
2024-05-03,SKU_1,Sports,61.61,1,0,80,4,5,2,124,18,73.0,49.0,50.0,64.0,56.285714285714285,64.8
2024-05-04,SKU_1,Sports,50.36,0,0,64,5,5,2,125,18,80.0,61.0,97.0,71.0,60.714285714285715,65.33333333333333
2024-05-05,SKU_1,Sports,77.71,0,0,55,6,5,2,126,18,64.0,55.0,69.0,70.0,61.142857142857146,65.1
2024-05-06,SKU_1,Sports,81.07,0,0,50,0,5,2,127,19,55.0,56.0,67.0,83.0,61.142857142857146,64.6
2024-05-07,SKU_1,Sports,59.46,0,0,52,1,5,2,128,19,50.0,53.0,56.0,75.0,60.285714285714285,63.5
2024-05-08,SKU_1,Sports,89.89,0,0,43,2,5,2,129,19,52.0,47.0,51.0,86.0,60.142857142857146,62.733333333333334
2024-05-09,SKU_1,Sports,78.54,0,0,49,3,5,2,130,19,43.0,73.0,69.0,69.0,59.57142857142857,61.3
2024-05-10,SKU_1,Sports,19.1,0,0,70,4,5,2,131,19,49.0,80.0,49.0,52.0,56.142857142857146,60.63333333333333
2024-05-11,SKU_1,Sports,83.97,0,0,57,5,5,2,132,19,70.0,64.0,61.0,72.0,54.714285714285715,61.233333333333334
2024-05-12,SKU_1,Sports,17.32,0,0,72,6,5,2,133,19,57.0,55.0,55.0,57.0,53.714285714285715,60.733333333333334
2024-05-13,SKU_1,Sports,95.25,0,0,39,0,5,2,134,20,72.0,50.0,56.0,58.0,56.142857142857146,61.233333333333334
2024-05-14,SKU_1,Sports,77.8,1,0,73,1,5,2,135,20,39.0,52.0,53.0,87.0,54.57142857142857,60.6
2024-05-15,SKU_1,Sports,60.26,0,0,55,2,5,2,136,20,73.0,43.0,47.0,40.0,57.57142857142857,60.13333333333333
2024-05-16,SKU_1,Sports,91.57,0,0,47,3,5,2,137,20,55.0,49.0,73.0,67.0,59.285714285714285,60.63333333333333
2024-05-17,SKU_1,Sports,52.18,0,0,54,4,5,2,138,20,47.0,70.0,80.0,52.0,59.0,59.96666666666667
2024-05-18,SKU_1,Sports,20.69,0,0,80,5,5,2,139,20,54.0,57.0,64.0,88.0,56.714285714285715,60.03333333333333
2024-05-19,SKU_1,Sports,62.5,0,0,62,6,5,2,140,20,80.0,72.0,55.0,50.0,60.0,59.766666666666666
2024-05-20,SKU_1,Sports,43.74,1,0,90,0,5,2,141,21,62.0,39.0,50.0,97.0,58.57142857142857,60.166666666666664
2024-05-21,SKU_1,Sports,96.69,0,0,44,1,5,2,142,21,90.0,73.0,52.0,69.0,65.85714285714286,59.93333333333333
2024-05-22,SKU_1,Sports,97.29,0,0,47,2,5,2,143,21,44.0,55.0,43.0,67.0,61.714285714285715,59.1
2024-05-23,SKU_1,Sports,59.85,0,0,57,3,5,2,144,21,47.0,47.0,49.0,56.0,60.57142857142857,58.43333333333333
2024-05-24,SKU_1,Sports,57.08,1,0,90,4,5,2,145,21,57.0,54.0,70.0,51.0,62.0,58.46666666666667
2024-05-25,SKU_1,Sports,66.48,0,0,70,5,5,2,146,21,90.0,80.0,57.0,69.0,67.14285714285714,59.766666666666666
2024-05-26,SKU_1,Sports,91.1,0,0,68,6,5,2,147,21,70.0,62.0,72.0,49.0,65.71428571428571,59.8
2024-05-27,SKU_1,Sports,26.93,0,0,63,0,5,2,148,22,68.0,90.0,39.0,61.0,66.57142857142857,60.43333333333333
2024-05-28,SKU_1,Sports,41.8,0,0,59,1,5,2,149,22,63.0,44.0,73.0,55.0,62.714285714285715,60.5
2024-05-29,SKU_1,Sports,98.76,1,0,71,2,5,2,150,22,59.0,47.0,55.0,56.0,64.85714285714286,60.63333333333333
2024-05-30,SKU_1,Sports,58.25,0,0,62,3,5,2,151,22,71.0,57.0,47.0,53.0,68.28571428571429,61.13333333333333
2024-05-31,SKU_1,Sports,24.64,0,0,65,4,5,2,152,22,62.0,90.0,54.0,47.0,69.0,61.43333333333333
2024-06-01,SKU_1,Sports,84.03,1,0,78,5,6,2,153,22,65.0,70.0,80.0,73.0,65.42857142857143,62.03333333333333
2024-06-02,SKU_1,Sports,87.95,1,0,93,6,6,2,154,22,78.0,68.0,62.0,80.0,66.57142857142857,62.2
2024-06-03,SKU_1,Sports,12.37,0,0,77,0,6,2,155,23,93.0,63.0,90.0,64.0,70.14285714285714,62.63333333333333
2024-06-04,SKU_1,Sports,23.54,1,0,91,1,6,2,156,23,77.0,59.0,44.0,55.0,72.14285714285714,63.06666666666667
2024-06-05,SKU_1,Sports,44.28,0,0,61,2,6,2,157,23,91.0,71.0,47.0,50.0,76.71428571428571,64.26666666666667
2024-06-06,SKU_1,Sports,34.61,0,0,71,3,6,2,158,23,61.0,62.0,57.0,52.0,75.28571428571429,64.63333333333334
2024-06-07,SKU_1,Sports,87.83,0,0,49,4,6,2,159,23,71.0,65.0,90.0,43.0,76.57142857142857,65.26666666666667
2024-06-08,SKU_1,Sports,95.03,0,0,57,5,6,2,160,23,49.0,78.0,70.0,49.0,74.28571428571429,65.46666666666667
2024-06-09,SKU_1,Sports,32.26,0,0,70,6,6,2,161,23,57.0,93.0,68.0,70.0,71.28571428571429,65.73333333333333
2024-06-10,SKU_1,Sports,64.56,1,0,80,0,6,2,162,24,70.0,77.0,63.0,57.0,68.0,65.73333333333333
2024-06-11,SKU_1,Sports,70.45,0,0,46,1,6,2,163,24,80.0,91.0,59.0,72.0,68.42857142857143,66.5
2024-06-12,SKU_1,Sports,70.44,0,0,60,2,6,2,164,24,46.0,61.0,71.0,39.0,62.0,65.63333333333334
2024-06-13,SKU_1,Sports,79.51,0,0,57,3,6,2,165,24,60.0,71.0,62.0,73.0,61.857142857142854,66.33333333333333
2024-06-14,SKU_1,Sports,60.48,0,0,57,4,6,2,166,24,57.0,49.0,65.0,55.0,59.857142857142854,65.8
2024-06-15,SKU_1,Sports,46.31,0,0,75,5,6,2,167,24,57.0,57.0,78.0,47.0,61.0,65.86666666666666
2024-06-16,SKU_1,Sports,29.17,0,0,83,6,6,2,168,24,75.0,70.0,93.0,54.0,63.57142857142857,66.8
2024-06-17,SKU_1,Sports,11.31,0,0,77,0,6,2,169,25,83.0,80.0,77.0,80.0,65.42857142857143,67.76666666666667
2024-06-18,SKU_1,Sports,49.37,0,0,52,1,6,2,170,25,77.0,46.0,91.0,62.0,65.0,67.66666666666667
2024-06-19,SKU_1,Sports,41.34,1,0,96,2,6,2,171,25,52.0,60.0,61.0,90.0,65.85714285714286,67.33333333333333
2024-06-20,SKU_1,Sports,65.99,0,0,56,3,6,2,172,25,96.0,57.0,71.0,44.0,71.0,67.53333333333333
2024-06-21,SKU_1,Sports,95.46,0,0,38,4,6,2,173,25,56.0,57.0,49.0,47.0,70.85714285714286,67.93333333333334
2024-06-22,SKU_1,Sports,98.2,0,0,56,5,6,2,174,25,38.0,75.0,57.0,57.0,68.14285714285714,67.63333333333334
2024-06-23,SKU_1,Sports,39.59,0,0,67,6,6,2,175,25,56.0,83.0,70.0,90.0,65.42857142857143,67.6
2024-06-24,SKU_1,Sports,21.6,0,0,72,0,6,2,176,26,67.0,77.0,80.0,70.0,63.142857142857146,66.83333333333333
2024-06-25,SKU_1,Sports,23.67,0,0,70,1,6,2,177,26,72.0,52.0,46.0,68.0,62.42857142857143,66.9
2024-06-26,SKU_1,Sports,41.11,0,0,59,2,6,2,178,26,70.0,96.0,60.0,63.0,65.0,66.96666666666667
2024-06-27,SKU_1,Sports,52.66,0,0,55,3,6,2,179,26,59.0,56.0,57.0,59.0,59.714285714285715,66.83333333333333
2024-06-28,SKU_1,Sports,13.68,0,0,74,4,6,2,180,26,55.0,38.0,57.0,71.0,59.57142857142857,66.7
2024-06-29,SKU_1,Sports,35.07,0,0,75,5,6,2,181,26,74.0,56.0,75.0,62.0,64.71428571428571,66.8
2024-06-30,SKU_1,Sports,42.78,0,0,68,6,6,2,182,26,75.0,67.0,83.0,65.0,67.42857142857143,67.23333333333333
2024-07-01,SKU_1,Sports,72.14,0,0,51,0,7,3,183,27,68.0,72.0,77.0,78.0,67.57142857142857,67.33333333333333
2024-07-02,SKU_1,Sports,92.88,0,0,49,1,7,3,184,27,51.0,70.0,52.0,93.0,64.57142857142857,66.43333333333334
2024-07-03,SKU_1,Sports,34.92,0,0,68,2,7,3,185,27,49.0,59.0,96.0,77.0,61.57142857142857,64.96666666666667
2024-07-04,SKU_1,Sports,28.84,0,0,71,3,7,3,186,27,68.0,55.0,56.0,91.0,62.857142857142854,64.66666666666667
2024-07-05,SKU_1,Sports,53.61,0,0,52,4,7,3,187,27,71.0,74.0,38.0,61.0,65.14285714285714,64.0
2024-07-06,SKU_1,Sports,77.27,0,0,70,5,7,3,188,27,52.0,75.0,56.0,71.0,62.0,63.7
2024-07-07,SKU_1,Sports,32.72,0,0,79,6,7,3,189,27,70.0,68.0,67.0,49.0,61.285714285714285,63.666666666666664
2024-07-08,SKU_1,Sports,57.89,0,0,60,0,7,3,190,28,79.0,51.0,72.0,57.0,62.857142857142854,64.66666666666667
2024-07-09,SKU_1,Sports,50.27,0,0,53,1,7,3,191,28,60.0,49.0,70.0,70.0,64.14285714285714,64.76666666666667
2024-07-10,SKU_1,Sports,43.96,0,0,64,2,7,3,192,28,53.0,68.0,59.0,80.0,64.71428571428571,64.2
2024-07-11,SKU_1,Sports,38.99,0,0,61,3,7,3,193,28,64.0,71.0,55.0,46.0,64.14285714285714,63.666666666666664
2024-07-12,SKU_1,Sports,90.15,0,0,44,4,7,3,194,28,61.0,52.0,74.0,60.0,62.714285714285715,64.16666666666667
2024-07-13,SKU_1,Sports,71.12,0,0,65,5,7,3,195,28,44.0,70.0,75.0,57.0,61.57142857142857,63.63333333333333
2024-07-14,SKU_1,Sports,58.34,0,0,76,6,7,3,196,28,65.0,79.0,68.0,57.0,60.857142857142854,63.9
2024-07-15,SKU_1,Sports,77.09,0,0,48,0,7,3,197,29,76.0,60.0,51.0,75.0,60.42857142857143,64.53333333333333
2024-07-16,SKU_1,Sports,42.68,0,0,62,1,7,3,198,29,48.0,53.0,49.0,83.0,58.714285714285715,63.63333333333333
2024-07-17,SKU_1,Sports,61.37,0,0,51,2,7,3,199,29,62.0,64.0,68.0,77.0,60.0,62.93333333333333
2024-07-18,SKU_1,Sports,23.76,0,0,72,3,7,3,200,29,51.0,61.0,71.0,52.0,58.142857142857146,62.06666666666667
2024-07-19,SKU_1,Sports,24.46,0,0,66,4,7,3,201,29,72.0,44.0,52.0,96.0,59.714285714285715,62.733333333333334
2024-07-20,SKU_1,Sports,90.71,0,0,55,5,7,3,202,29,66.0,65.0,70.0,56.0,62.857142857142854,61.733333333333334
2024-07-21,SKU_1,Sports,57.21,0,0,70,6,7,3,203,29,55.0,76.0,79.0,38.0,61.42857142857143,61.7
2024-07-22,SKU_1,Sports,45.81,0,0,62,0,7,3,204,30,70.0,48.0,60.0,56.0,60.57142857142857,62.766666666666666
2024-07-23,SKU_1,Sports,87.9,1,0,72,1,7,3,205,30,62.0,62.0,53.0,67.0,62.57142857142857,62.96666666666667
2024-07-24,SKU_1,Sports,70.18,0,0,59,2,7,3,206,30,72.0,51.0,64.0,72.0,64.0,63.13333333333333
2024-07-25,SKU_1,Sports,60.11,1,0,75,3,7,3,207,30,59.0,72.0,61.0,70.0,65.14285714285714,62.7
2024-07-26,SKU_1,Sports,26.83,0,0,71,4,7,3,208,30,75.0,66.0,44.0,59.0,65.57142857142857,62.86666666666667
2024-07-27,SKU_1,Sports,48.29,0,0,64,5,7,3,209,30,71.0,55.0,65.0,55.0,66.28571428571429,63.266666666666666
2024-07-28,SKU_1,Sports,64.96,0,0,67,6,7,3,210,30,64.0,70.0,76.0,74.0,67.57142857142857,63.56666666666667
2024-07-29,SKU_1,Sports,62.31,0,0,57,0,7,3,211,31,67.0,62.0,48.0,75.0,67.14285714285714,63.333333333333336
2024-07-30,SKU_1,Sports,14.66,0,0,66,1,7,3,212,31,57.0,72.0,62.0,68.0,66.42857142857143,62.733333333333334
2024-07-31,SKU_1,Sports,22.1,0,0,75,2,7,3,213,31,66.0,59.0,51.0,51.0,65.57142857142857,62.666666666666664
2024-08-01,SKU_1,Sports,71.34,0,0,52,3,8,3,214,31,75.0,75.0,72.0,49.0,67.85714285714286,63.46666666666667
2024-08-02,SKU_1,Sports,63.61,0,0,45,4,8,3,215,31,52.0,71.0,66.0,68.0,64.57142857142857,63.56666666666667
2024-08-03,SKU_1,Sports,93.66,0,0,55,5,8,3,216,31,45.0,64.0,55.0,71.0,60.857142857142854,62.8
2024-08-04,SKU_1,Sports,96.85,0,0,59,6,8,3,217,31,55.0,67.0,70.0,52.0,59.57142857142857,62.266666666666666
2024-08-05,SKU_1,Sports,26.31,1,0,91,0,8,3,218,32,59.0,57.0,62.0,70.0,58.42857142857143,62.5
2024-08-06,SKU_1,Sports,76.7,0,0,60,1,8,3,219,32,91.0,66.0,72.0,79.0,63.285714285714285,63.2
2024-08-07,SKU_1,Sports,81.57,0,0,53,2,8,3,220,32,60.0,75.0,59.0,60.0,62.42857142857143,62.56666666666667
2024-08-08,SKU_1,Sports,24.73,0,0,71,3,8,3,221,32,53.0,52.0,75.0,53.0,59.285714285714285,62.333333333333336
2024-08-09,SKU_1,Sports,57.08,0,0,58,4,8,3,222,32,71.0,45.0,71.0,64.0,62.0,62.93333333333333
2024-08-10,SKU_1,Sports,88.95,0,0,66,5,8,3,223,32,58.0,55.0,64.0,61.0,63.857142857142854,62.733333333333334
2024-08-11,SKU_1,Sports,43.92,0,0,72,6,8,3,224,32,66.0,59.0,67.0,44.0,65.42857142857143,62.9
2024-08-12,SKU_1,Sports,37.12,0,0,66,0,8,3,225,33,72.0,91.0,57.0,65.0,67.28571428571429,63.833333333333336
2024-08-13,SKU_1,Sports,90.96,0,0,58,1,8,3,226,33,66.0,60.0,66.0,76.0,63.714285714285715,63.86666666666667
2024-08-14,SKU_1,Sports,58.92,0,0,60,2,8,3,227,33,58.0,53.0,75.0,48.0,63.42857142857143,63.266666666666666
2024-08-15,SKU_1,Sports,94.58,0,0,52,3,8,3,228,33,60.0,71.0,52.0,62.0,64.42857142857143,63.666666666666664
2024-08-16,SKU_1,Sports,40.14,0,0,67,4,8,3,229,33,52.0,58.0,45.0,51.0,61.714285714285715,63.333333333333336
2024-08-17,SKU_1,Sports,58.01,0,0,67,5,8,3,230,33,67.0,66.0,55.0,72.0,63.0,63.86666666666667
2024-08-18,SKU_1,Sports,80.97,0,0,60,6,8,3,231,33,67.0,72.0,59.0,66.0,63.142857142857146,63.7
2024-08-19,SKU_1,Sports,76.96,0,0,50,0,8,3,232,34,60.0,66.0,91.0,55.0,61.42857142857143,63.5
2024-08-20,SKU_1,Sports,61.29,0,0,61,1,8,3,233,34,50.0,58.0,60.0,70.0,59.142857142857146,63.333333333333336
2024-08-21,SKU_1,Sports,83.91,0,0,54,2,8,3,234,34,61.0,60.0,53.0,62.0,59.57142857142857,63.03333333333333
2024-08-22,SKU_1,Sports,86.18,0,0,50,3,8,3,235,34,54.0,52.0,71.0,72.0,58.714285714285715,62.766666666666666
2024-08-23,SKU_1,Sports,23.49,0,0,65,4,8,3,236,34,50.0,67.0,58.0,59.0,58.42857142857143,62.03333333333333
