date,sku_id,category,price,promotion,holiday,demand
2024-02-23,SKU_1,Sports,88.96,1,0,69
2024-02-24,SKU_1,Sports,69.4,0,0,63
2024-02-25,SKU_1,Sports,31.77,0,0,79
2024-02-26,SKU_1,Sports,90.75,0,0,47
2024-02-27,SKU_1,Sports,41.43,0,0,64
2024-02-28,SKU_1,Sports,90.74,0,0,47
2024-02-29,SKU_1,Sports,17.57,0,0,69
2024-03-01,SKU_1,Sports,90.87,0,0,47
2024-03-02,SKU_1,Sports,24.47,0,0,72
2024-03-03,SKU_1,Sports,72.27,0,0,55
2024-03-04,SKU_1,Sports,31.35,0,0,67
2024-03-05,SKU_1,Sports,77.18,0,0,54
2024-03-06,SKU_1,Sports,61.15,0,0,56
2024-03-07,SKU_1,Sports,43.09,0,0,55
2024-03-08,SKU_1,Sports,45.38,1,0,80
2024-03-09,SKU_1,Sports,66.8,0,0,63
2024-03-10,SKU_1,Sports,54.33,0,0,74
2024-03-11,SKU_1,Sports,75.02,0,0,45
2024-03-12,SKU_1,Sports,95.85,1,0,72
2024-03-13,SKU_1,Sports,43.31,1,0,87
2024-03-14,SKU_1,Sports,86.77,1,0,72
2024-03-15,SKU_1,Sports,44.66,0,0,57
2024-03-16,SKU_1,Sports,60.11,0,0,69
2024-03-17,SKU_1,Sports,72.64,1,0,82
2024-03-18,SKU_1,Sports,99.1,0,0,44
2024-03-19,SKU_1,Sports,56.65,0,0,58
2024-03-20,SKU_1,Sports,73.22,0,0,54
2024-03-21,SKU_1,Sports,36.42,0,0,65
2024-03-22,SKU_1,Sports,92.19,0,0,48
2024-03-23,SKU_1,Sports,55.14,0,0,69
2024-03-24,SKU_1,Sports,81.62,0,0,64
2024-03-25,SKU_1,Sports,40.42,0,0,57
2024-03-26,SKU_1,Sports,13.23,0,0,68
2024-03-27,SKU_1,Sports,58.84,0,0,59
2024-03-28,SKU_1,Sports,13.36,0,0,61
2024-03-29,SKU_1,Sports,42.42,0,0,61
2024-03-30,SKU_1,Sports,29.42,0,0,69
2024-03-31,SKU_1,Sports,17.68,0,0,78
2024-04-01,SKU_1,Sports,67.37,0,0,50
2024-04-02,SKU_1,Sports,97.83,0,0,34
2024-04-03,SKU_1,Sports,34.37,0,0,64
2024-04-04,SKU_1,Sports,17.06,0,0,71
2024-04-05,SKU_1,Sports,25.6,0,0,70
2024-04-06,SKU_1,Sports,32.52,0,0,83
2024-04-07,SKU_1,Sports,35.19,0,0,75
2024-04-08,SKU_1,Sports,76.41,1,0,86
2024-04-09,SKU_1,Sports,32.3,0,0,69
2024-04-10,SKU_1,Sports,78.21,0,0,52
2024-04-11,SKU_1,Sports,18.81,0,0,72
2024-04-12,SKU_1,Sports,52.61,0,0,57
2024-04-13,SKU_1,Sports,65.43,0,0,58
2024-04-14,SKU_1,Sports,14.08,0,0,87
2024-04-15,SKU_1,Sports,87.08,0,0,40
2024-04-16,SKU_1,Sports,24.66,0,0,67
2024-04-17,SKU_1,Sports,62.72,0,0,52
2024-04-18,SKU_1,Sports,61.79,1,0,88
2024-04-19,SKU_1,Sports,59.11,0,0,50
2024-04-20,SKU_1,Sports,44.75,1,0,97
2024-04-21,SKU_1,Sports,38.71,0,0,69
2024-04-22,SKU_1,Sports,12.09,0,0,67
2024-04-23,SKU_1,Sports,72.71,0,0,56
2024-04-24,SKU_1,Sports,88.97,0,0,51
2024-04-25,SKU_1,Sports,25.97,0,0,69
2024-04-26,SKU_1,Sports,82.62,0,0,49
2024-04-27,SKU_1,Sports,79.88,0,0,61
2024-04-28,SKU_1,Sports,93.77,0,0,55
2024-04-29,SKU_1,Sports,77.91,0,0,56
2024-04-30,SKU_1,Sports,91.23,0,0,53
2024-05-01,SKU_1,Sports,90.6,0,0,47
2024-05-02,SKU_1,Sports,10.98,0,0,73
2024-05-03,SKU_1,Sports,61.61,1,0,80
2024-05-04,SKU_1,Sports,50.36,0,0,64
2024-05-05,SKU_1,Sports,77.71,0,0,55
2024-05-06,SKU_1,Sports,81.07,0,0,50
2024-05-07,SKU_1,Sports,59.46,0,0,52
2024-05-08,SKU_1,Sports,89.89,0,0,43
2024-05-09,SKU_1,Sports,78.54,0,0,49
2024-05-10,SKU_1,Sports,19.1,0,0,70
2024-05-11,SKU_1,Sports,83.97,0,0,57
2024-05-12,SKU_1,Sports,17.32,0,0,72
2024-05-13,SKU_1,Sports,95.25,0,0,39
2024-05-14,SKU_1,Sports,77.8,1,0,73
2024-05-15,SKU_1,Sports,60.26,0,0,55
2024-05-16,SKU_1,Sports,91.57,0,0,47
2024-05-17,SKU_1,Sports,52.18,0,0,54
2024-05-18,SKU_1,Sports,20.69,0,0,80
2024-05-19,SKU_1,Sports,62.5,0,0,62
2024-05-20,SKU_1,Sports,43.74,1,0,90
2024-05-21,SKU_1,Sports,96.69,0,0,44
2024-05-22,SKU_1,Sports,97.29,0,0,47
2024-05-23,SKU_1,Sports,59.85,0,0,57
2024-05-24,SKU_1,Sports,57.08,1,0,90
2024-05-25,SKU_1,Sports,66.48,0,0,70
2024-05-26,SKU_1,Sports,91.1,0,0,68
2024-05-27,SKU_1,Sports,26.93,0,0,63
2024-05-28,SKU_1,Sports,41.8,0,0,59
2024-05-29,SKU_1,Sports,98.76,1,0,71
2024-05-30,SKU_1,Sports,58.25,0,0,62
2024-05-31,SKU_1,Sports,24.64,0,0,65
2024-06-01,SKU_1,Sports,84.03,1,0,78
2024-06-02,SKU_1,Sports,87.95,1,0,93
2024-06-03,SKU_1,Sports,12.37,0,0,77
2024-06-04,SKU_1,Sports,23.54,1,0,91
2024-06-05,SKU_1,Sports,44.28,0,0,61
2024-06-06,SKU_1,Sports,34.61,0,0,71
2024-06-07,SKU_1,Sports,87.83,0,0,49
2024-06-08,SKU_1,Sports,95.03,0,0,57
2024-06-09,SKU_1,Sports,32.26,0,0,70
2024-06-10,SKU_1,Sports,64.56,1,0,80
2024-06-11,SKU_1,Sports,70.45,0,0,46
2024-06-12,SKU_1,Sports,70.44,0,0,60
2024-06-13,SKU_1,Sports,79.51,0,0,57
2024-06-14,SKU_1,Sports,60.48,0,0,57
2024-06-15,SKU_1,Sports,46.31,0,0,75
2024-06-16,SKU_1,Sports,29.17,0,0,83
2024-06-17,SKU_1,Sports,11.31,0,0,77
2024-06-18,SKU_1,Sports,49.37,0,0,52
2024-06-19,SKU_1,Sports,41.34,1,0,96
2024-06-20,SKU_1,Sports,65.99,0,0,56
2024-06-21,SKU_1,Sports,95.46,0,0,38
2024-06-22,SKU_1,Sports,98.2,0,0,56
2024-06-23,SKU_1,Sports,39.59,0,0,67
2024-06-24,SKU_1,Sports,21.6,0,0,72
2024-06-25,SKU_1,Sports,23.67,0,0,70
2024-06-26,SKU_1,Sports,41.11,0,0,59
2024-06-27,SKU_1,Sports,52.66,0,0,55
2024-06-28,SKU_1,Sports,13.68,0,0,74
2024-06-29,SKU_1,Sports,35.07,0,0,75
2024-06-30,SKU_1,Sports,42.78,0,0,68
2024-07-01,SKU_1,Sports,72.14,0,0,51
2024-07-02,SKU_1,Sports,92.88,0,0,49
2024-07-03,SKU_1,Sports,34.92,0,0,68
2024-07-04,SKU_1,Sports,28.84,0,0,71
2024-07-05,SKU_1,Sports,53.61,0,0,52
2024-07-06,SKU_1,Sports,77.27,0,0,70
2024-07-07,SKU_1,Sports,32.72,0,0,79
2024-07-08,SKU_1,Sports,57.89,0,0,60
2024-07-09,SKU_1,Sports,50.27,0,0,53
2024-07-10,SKU_1,Sports,43.96,0,0,64
2024-07-11,SKU_1,Sports,38.99,0,0,61
2024-07-12,SKU_1,Sports,90.15,0,0,44
2024-07-13,SKU_1,Sports,71.12,0,0,65
2024-07-14,SKU_1,Sports,58.34,0,0,76
2024-07-15,SKU_1,Sports,77.09,0,0,48
2024-07-16,SKU_1,Sports,42.68,0,0,62
2024-07-17,SKU_1,Sports,61.37,0,0,51
2024-07-18,SKU_1,Sports,23.76,0,0,72
2024-07-19,SKU_1,Sports,24.46,0,0,66
2024-07-20,SKU_1,Sports,90.71,0,0,55
2024-07-21,SKU_1,Sports,57.21,0,0,70
2024-07-22,SKU_1,Sports,45.81,0,0,62
2024-07-23,SKU_1,Sports,87.9,1,0,72
2024-07-24,SKU_1,Sports,70.18,0,0,59
2024-07-25,SKU_1,Sports,60.11,1,0,75
2024-07-26,SKU_1,Sports,26.83,0,0,71
2024-07-27,SKU_1,Sports,48.29,0,0,64
2024-07-28,SKU_1,Sports,64.96,0,0,67
2024-07-29,SKU_1,Sports,62.31,0,0,57
2024-07-30,SKU_1,Sports,14.66,0,0,66
2024-07-31,SKU_1,Sports,22.1,0,0,75
2024-08-01,SKU_1,Sports,71.34,0,0,52
2024-08-02,SKU_1,Sports,63.61,0,0,45
2024-08-03,SKU_1,Sports,93.66,0,0,55
2024-08-04,SKU_1,Sports,96.85,0,0,59
2024-08-05,SKU_1,Sports,26.31,1,0,91
2024-08-06,SKU_1,Sports,76.7,0,0,60
2024-08-07,SKU_1,Sports,81.57,0,0,53
2024-08-08,SKU_1,Sports,24.73,0,0,71
2024-08-09,SKU_1,Sports,57.08,0,0,58
2024-08-10,SKU_1,Sports,88.95,0,0,66
2024-08-11,SKU_1,Sports,43.92,0,0,72
2024-08-12,SKU_1,Sports,37.12,0,0,66
2024-08-13,SKU_1,Sports,90.96,0,0,58
2024-08-14,SKU_1,Sports,58.92,0,0,60
2024-08-15,SKU_1,Sports,94.58,0,0,52
2024-08-16,SKU_1,Sports,40.14,0,0,67
2024-08-17,SKU_1,Sports,58.01,0,0,67
2024-08-18,SKU_1,Sports,80.97,0,0,60
2024-08-19,SKU_1,Sports,76.96,0,0,50
2024-08-20,SKU_1,Sports,61.29,0,0,61
2024-08-21,SKU_1,Sports,83.91,0,0,54
2024-08-22,SKU_1,Sports,86.18,0,0,50
2024-08-23,SKU_1,Sports,23.49,0,0,65
2024-08-24,SKU_1,Sports,75.0,0,0,69
2024-08-25,SKU_1,Sports,58.85,0,0,76
2024-08-26,SKU_1,Sports,41.11,0,0,56
2024-08-27,SKU_1,Sports,95.26,0,0,56
2024-08-28,SKU_1,Sports,62.76,0,0,71
2024-08-29,SKU_1,Sports,88.49,0,0,51
2024-08-30,SKU_1,Sports,60.86,1,0,86
2024-08-31,SKU_1,Sports,23.73,0,0,81
2024-09-01,SKU_1,Sports,64.6,0,0,76
2024-09-02,SKU_1,Sports,93.3,1,0,72
2024-09-03,SKU_1,Sports,20.19,0,0,72
2024-09-04,SKU_1,Sports,45.91,0,0,69
2024-09-05,SKU_1,Sports,40.17,0,0,60
2024-09-06,SKU_1,Sports,92.79,0,0,41
2024-09-07,SKU_1,Sports,41.23,0,0,73
2024-09-08,SKU_1,Sports,50.72,0,0,81
2024-09-09,SKU_1,Sports,25.87,0,0,56
2024-09-10,SKU_1,Sports,42.62,1,0,90
2024-09-11,SKU_1,Sports,66.9,0,0,56
2024-09-12,SKU_1,Sports,99.72,0,0,42
2024-09-13,SKU_1,Sports,63.58,0,0,59
2024-09-14,SKU_1,Sports,90.82,0,0,60
2024-09-15,SKU_1,Sports,27.16,0,0,79
2024-09-16,SKU_1,Sports,15.91,0,0,70
2024-09-17,SKU_1,Sports,50.8,0,0,49
2024-09-18,SKU_1,Sports,60.37,0,0,65
2024-09-19,SKU_1,Sports,26.37,0,0,63
2024-09-20,SKU_1,Sports,46.79,0,0,60
2024-09-21,SKU_1,Sports,24.05,0,0,85
2024-09-22,SKU_1,Sports,29.98,0,0,85
2024-09-23,SKU_1,Sports,70.47,0,0,54
2024-09-24,SKU_1,Sports,31.44,0,0,71
2024-09-25,SKU_1,Sports,31.89,0,0,72
2024-09-26,SKU_1,Sports,45.75,0,0,66
2024-09-27,SKU_1,Sports,28.45,0,0,72
2024-09-28,SKU_1,Sports,17.7,0,0,81
2024-09-29,SKU_1,Sports,12.39,0,0,86
2024-09-30,SKU_1,Sports,90.34,0,0,45
2024-10-01,SKU_1,Sports,40.76,0,0,62
2024-10-02,SKU_1,Sports,34.13,0,0,61
2024-10-03,SKU_1,Sports,46.85,0,0,54
2024-10-04,SKU_1,Sports,95.36,0,0,58
2024-10-05,SKU_1,Sports,22.61,0,0,81
2024-10-06,SKU_1,Sports,81.99,0,0,69
2024-10-07,SKU_1,Sports,12.02,0,0,76
2024-10-08,SKU_1,Sports,33.21,0,0,60
2024-10-09,SKU_1,Sports,85.14,0,0,53
2024-10-10,SKU_1,Sports,34.51,0,0,70
2024-10-11,SKU_1,Sports,92.29,0,0,52
2024-10-12,SKU_1,Sports,59.88,0,0,66
2024-10-13,SKU_1,Sports,84.68,0,0,64
2024-10-14,SKU_1,Sports,69.85,0,0,62
2024-10-15,SKU_1,Sports,92.3,0,0,42
2024-10-16,SKU_1,Sports,14.23,0,0,68
2024-10-17,SKU_1,Sports,76.42,0,0,57
2024-10-18,SKU_1,Sports,45.04,0,0,61
2024-10-19,SKU_1,Sports,42.01,0,0,71
2024-10-20,SKU_1,Sports,52.84,0,0,78
2024-10-21,SKU_1,Sports,94.31,0,0,46
2024-10-22,SKU_1,Sports,33.6,0,0,72
2024-10-23,SKU_1,Sports,14.63,0,0,87
2024-10-24,SKU_1,Sports,79.38,0,0,54
2024-10-25,SKU_1,Sports,16.76,0,0,74
2024-10-26,SKU_1,Sports,49.13,0,0,83
2024-10-27,SKU_1,Sports,83.72,0,0,67
2024-10-28,SKU_1,Sports,63.12,0,0,65
2024-10-29,SKU_1,Sports,18.24,0,0,73
2024-10-30,SKU_1,Sports,58.77,0,0,64
2024-10-31,SKU_1,Sports,75.9,0,0,59
2024-11-01,SKU_1,Sports,86.43,0,0,78
2024-11-02,SKU_1,Sports,54.05,0,0,95
2024-11-03,SKU_1,Sports,61.12,0,0,92
2024-11-04,SKU_1,Sports,13.06,1,0,115
2024-11-05,SKU_1,Sports,97.4,1,0,100
2024-11-06,SKU_1,Sports,52.68,1,0,108
2024-11-07,SKU_1,Sports,84.6,0,0,74
2024-11-08,SKU_1,Sports,63.66,0,0,78
2024-11-09,SKU_1,Sports,72.67,0,0,86
2024-11-10,SKU_1,Sports,75.23,0,0,86
2024-11-11,SKU_1,Sports,81.17,0,0,73
2024-11-12,SKU_1,Sports,66.33,0,0,81
2024-11-13,SKU_1,Sports,12.2,0,0,100
2024-11-14,SKU_1,Sports,11.91,0,0,96
2024-11-15,SKU_1,Sports,81.89,1,0,105
2024-11-16,SKU_1,Sports,41.56,1,0,119
2024-11-17,SKU_1,Sports,66.48,0,0,96
2024-11-18,SKU_1,Sports,98.57,0,0,68
2024-11-19,SKU_1,Sports,76.38,0,0,84
2024-11-20,SKU_1,Sports,19.94,0,0,87
2024-11-21,SKU_1,Sports,31.02,0,0,86
2024-11-22,SKU_1,Sports,11.61,0,0,96
2024-11-23,SKU_1,Sports,71.17,0,0,89
2024-11-24,SKU_1,Sports,95.5,0,0,86
2024-11-25,SKU_1,Sports,52.07,1,0,108
2024-11-26,SKU_1,Sports,25.03,0,0,93
2024-11-27,SKU_1,Sports,56.14,0,0,85
2024-11-28,SKU_1,Sports,25.89,0,0,89
2024-11-29,SKU_1,Sports,41.51,0,0,84
2024-11-30,SKU_1,Sports,97.22,0,0,88
2024-12-01,SKU_1,Sports,23.85,0,0,100
2024-12-02,SKU_1,Sports,30.2,0,0,92
2024-12-03,SKU_1,Sports,62.21,0,0,74
2024-12-04,SKU_1,Sports,88.97,0,0,70
2024-12-05,SKU_1,Sports,96.01,0,0,69
2024-12-06,SKU_1,Sports,82.86,0,0,78
2024-12-07,SKU_1,Sports,46.76,0,0,106
2024-12-08,SKU_1,Sports,33.38,0,0,100
2024-12-09,SKU_1,Sports,29.82,0,0,100
2024-12-10,SKU_1,Sports,16.85,0,0,95
2024-12-11,SKU_1,Sports,63.32,0,0,87
2024-12-12,SKU_1,Sports,41.3,0,0,91
2024-12-13,SKU_1,Sports,89.08,0,0,83
2024-12-14,SKU_1,Sports,69.26,0,0,93
2024-12-15,SKU_1,Sports,71.21,0,0,91
2024-12-16,SKU_1,Sports,77.74,0,0,76
2024-12-17,SKU_1,Sports,76.92,0,0,78
2024-12-18,SKU_1,Sports,83.62,0,0,75
2024-12-19,SKU_1,Sports,35.83,0,0,96
2024-12-20,SKU_1,Sports,98.31,0,0,64
2024-12-21,SKU_1,Sports,58.6,0,0,96
2024-12-22,SKU_1,Sports,19.63,0,0,106
2024-12-23,SKU_1,Sports,40.77,1,0,121
2024-12-24,SKU_1,Sports,93.88,0,0,70
2024-12-25,SKU_1,Sports,73.74,0,1,119
2024-12-26,SKU_1,Sports,62.4,0,0,88
2024-12-27,SKU_1,Sports,88.44,0,0,66
2024-12-28,SKU_1,Sports,97.2,1,0,103
2024-12-29,SKU_1,Sports,12.21,0,0,109
2024-12-30,SKU_1,Sports,39.12,0,0,97
2024-12-31,SKU_1,Sports,50.13,0,0,85
2025-01-01,SKU_1,Sports,99.74,0,1,83
2025-01-02,SKU_1,Sports,81.53,0,0,45
2025-01-03,SKU_1,Sports,29.87,0,0,73
2025-01-04,SKU_1,Sports,34.59,0,0,77
2025-01-05,SKU_1,Sports,23.6,1,0,112
2025-01-06,SKU_1,Sports,67.47,0,0,60
2025-01-07,SKU_1,Sports,34.68,0,0,70
2025-01-08,SKU_1,Sports,30.7,0,0,73
2025-01-09,SKU_1,Sports,12.8,0,0,71
2025-01-10,SKU_1,Sports,52.59,0,0,72
2025-01-11,SKU_1,Sports,26.7,1,0,109
2025-01-12,SKU_1,Sports,86.03,0,0,67
2025-01-13,SKU_1,Sports,66.36,0,0,62
2025-01-14,SKU_1,Sports,53.34,0,0,68
2025-01-15,SKU_1,Sports,21.27,0,0,71
2025-01-16,SKU_1,Sports,54.24,0,0,74
2025-01-17,SKU_1,Sports,62.38,0,0,66
2025-01-18,SKU_1,Sports,50.97,0,0,72
2025-01-19,SKU_1,Sports,16.52,0,0,84
2025-01-20,SKU_1,Sports,36.25,0,0,58
2025-01-21,SKU_1,Sports,87.41,0,0,50
2025-01-22,SKU_1,Sports,98.8,0,0,51
2025-01-23,SKU_1,Sports,54.9,0,0,72
2025-01-24,SKU_1,Sports,10.88,0,0,82
2025-01-25,SKU_1,Sports,56.59,0,0,73
2025-01-26,SKU_1,Sports,17.07,0,0,83
2025-01-27,SKU_1,Sports,21.94,0,0,84
2025-01-28,SKU_1,Sports,28.01,0,0,76
2025-01-29,SKU_1,Sports,19.41,0,0,82
2025-01-30,SKU_1,Sports,94.26,0,0,58
2025-01-31,SKU_1,Sports,58.72,0,0,67
2025-02-01,SKU_1,Sports,82.16,0,0,69
2025-02-02,SKU_1,Sports,83.33,0,0,73
2025-02-03,SKU_1,Sports,67.92,0,0,62
2025-02-04,SKU_1,Sports,75.84,0,0,55
2025-02-05,SKU_1,Sports,29.73,0,0,70
2025-02-06,SKU_1,Sports,40.32,1,0,97
2025-02-07,SKU_1,Sports,54.84,0,0,62
2025-02-08,SKU_1,Sports,74.73,0,0,69
2025-02-09,SKU_1,Sports,71.22,0,0,71
2025-02-10,SKU_1,Sports,12.76,0,0,76
2025-02-11,SKU_1,Sports,75.45,0,0,51
2025-02-12,SKU_1,Sports,48.29,0,0,61
2025-02-13,SKU_1,Sports,13.61,1,0,95
2025-02-14,SKU_1,Sports,62.08,0,0,71
2025-02-15,SKU_1,Sports,88.61,0,0,63
2025-02-16,SKU_1,Sports,47.95,1,0,106
2025-02-17,SKU_1,Sports,28.96,1,0,90
2025-02-18,SKU_1,Sports,66.84,0,0,59
2025-02-19,SKU_1,Sports,91.81,0,0,56
2025-02-20,SKU_1,Sports,31.38,0,0,72
2025-02-21,SKU_1,Sports,88.37,0,0,61
2025-02-22,SKU_1,Sports,56.33,0,0,81
2025-02-23,SKU_1,Sports,45.2,0,0,70
2025-02-24,SKU_1,Sports,33.23,1,0,90
2025-02-25,SKU_1,Sports,21.78,0,0,81
2025-02-26,SKU_1,Sports,50.84,1,0,92
2025-02-27,SKU_1,Sports,84.6,0,0,50
2025-02-28,SKU_1,Sports,32.38,0,0,80
2025-03-01,SKU_1,Sports,25.09,0,0,89
2025-03-02,SKU_1,Sports,76.28,0,0,68
2025-03-03,SKU_1,Sports,82.51,0,0,68
2025-03-04,SKU_1,Sports,88.14,0,0,54
2025-03-05,SKU_1,Sports,15.14,0,0,77
2025-03-06,SKU_1,Sports,94.29,0,0,58
2025-03-07,SKU_1,Sports,55.65,0,0,65
2025-03-08,SKU_1,Sports,23.35,0,0,90
2025-03-09,SKU_1,Sports,56.4,0,0,77
2025-03-10,SKU_1,Sports,70.02,0,0,67
2025-03-11,SKU_1,Sports,70.61,0,0,56
2025-03-12,SKU_1,Sports,18.45,1,0,99
2025-03-13,SKU_1,Sports,25.94,0,0,84
2025-03-14,SKU_1,Sports,85.43,0,0,58
2025-03-15,SKU_1,Sports,65.61,0,0,75
2025-03-16,SKU_1,Sports,61.35,0,0,80
2025-03-17,SKU_1,Sports,69.3,0,0,68
2025-03-18,SKU_1,Sports,68.61,0,0,63
2025-03-19,SKU_1,Sports,14.34,1,0,99
2025-03-20,SKU_1,Sports,46.62,1,0,95
2025-03-21,SKU_1,Sports,76.46,0,0,62
2025-03-22,SKU_1,Sports,46.37,0,0,85
2025-03-23,SKU_1,Sports,78.61,0,0,63
2025-03-24,SKU_1,Sports,49.2,0,0,67
2025-03-25,SKU_1,Sports,10.52,0,0,80
2025-03-26,SKU_1,Sports,42.98,0,0,78
2025-03-27,SKU_1,Sports,50.38,0,0,63
2025-03-28,SKU_1,Sports,43.59,0,0,78
2025-03-29,SKU_1,Sports,51.71,0,0,82
2025-03-30,SKU_1,Sports,87.7,0,0,54
2025-03-31,SKU_1,Sports,40.71,0,0,82
2025-04-01,SKU_1,Sports,45.89,0,0,74
2025-04-02,SKU_1,Sports,78.84,0,0,71
2025-04-03,SKU_1,Sports,74.63,0,0,64
2025-04-04,SKU_1,Sports,93.43,0,0,56
2025-04-05,SKU_1,Sports,94.1,0,0,61
2025-04-06,SKU_1,Sports,33.11,0,0,82
2025-04-07,SKU_1,Sports,37.66,0,0,73
2025-04-08,SKU_1,Sports,64.93,0,0,71
2025-04-09,SKU_1,Sports,34.54,0,0,68
2025-04-10,SKU_1,Sports,71.3,0,0,61
2025-04-11,SKU_1,Sports,57.26,0,0,63
2025-04-12,SKU_1,Sports,33.09,0,0,85
2025-04-13,SKU_1,Sports,53.52,1,0,103
2025-04-14,SKU_1,Sports,66.98,0,0,70
2025-04-15,SKU_1,Sports,64.15,1,0,89
2025-04-16,SKU_1,Sports,29.08,0,0,75
2025-04-17,SKU_1,Sports,46.99,0,0,63
2025-04-18,SKU_1,Sports,34.73,0,0,69
2025-04-19,SKU_1,Sports,48.14,0,0,76
2025-04-20,SKU_1,Sports,50.66,0,0,80
2025-04-21,SKU_1,Sports,25.12,0,0,79
2025-04-22,SKU_1,Sports,18.61,0,0,80
2025-04-23,SKU_1,Sports,67.78,0,0,68
2025-04-24,SKU_1,Sports,45.18,0,0,81
2025-04-25,SKU_1,Sports,54.71,0,0,63
2025-04-26,SKU_1,Sports,74.58,0,0,79
2025-04-27,SKU_1,Sports,99.21,0,0,67
2025-04-28,SKU_1,Sports,17.15,0,0,87
2025-04-29,SKU_1,Sports,90.48,0,0,54
2025-04-30,SKU_1,Sports,41.95,0,0,66
2025-05-01,SKU_1,Sports,56.72,0,0,68
2025-05-02,SKU_1,Sports,68.58,0,0,55
2025-05-03,SKU_1,Sports,39.19,0,0,88
2025-05-04,SKU_1,Sports,69.57,1,0,92
2025-05-05,SKU_1,Sports,75.76,0,0,58
2025-05-06,SKU_1,Sports,96.19,0,0,55
2025-05-07,SKU_1,Sports,72.1,0,0,63
2025-05-08,SKU_1,Sports,50.53,0,0,62
2025-05-09,SKU_1,Sports,41.28,0,0,77
2025-05-10,SKU_1,Sports,31.12,1,0,113
2025-05-11,SKU_1,Sports,23.72,0,0,93
2025-05-12,SKU_1,Sports,66.12,0,0,65
2025-05-13,SKU_1,Sports,77.97,0,0,61
2025-05-14,SKU_1,Sports,73.79,0,0,61
2025-05-15,SKU_1,Sports,37.28,0,0,69
2025-05-16,SKU_1,Sports,94.33,0,0,49
2025-05-17,SKU_1,Sports,37.5,0,0,77
2025-05-18,SKU_1,Sports,56.41,0,0,66
2025-05-19,SKU_1,Sports,54.73,1,0,93
2025-05-20,SKU_1,Sports,89.02,0,0,57
2025-05-21,SKU_1,Sports,82.53,0,0,56
2025-05-22,SKU_1,Sports,46.27,0,0,75
2025-05-23,SKU_1,Sports,72.55,0,0,63
2025-05-24,SKU_1,Sports,84.02,0,0,69
2025-05-25,SKU_1,Sports,87.58,0,0,68
2025-05-26,SKU_1,Sports,78.83,0,0,65
2025-05-27,SKU_1,Sports,55.23,0,0,62
2025-05-28,SKU_1,Sports,16.14,0,0,78
2025-05-29,SKU_1,Sports,22.16,0,0,78
2025-05-30,SKU_1,Sports,48.92,1,0,97
